State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,temperature,humidity,wind_speed ,Rainfall,soil_type
Assam,BARPETA,2001,Kharif     ,Cotton(lint),9,4,23.75,75.88,2.35,1873.8,alluvial
Assam,BARPETA,2002,Kharif     ,Cotton(lint),7,3,23.73,77.06,2.45,1873.8,alluvial
Assam,BARPETA,2003,Kharif     ,Cotton(lint),8,3,23.58,78.75,2.37,1873.8,alluvial
Assam,BARPETA,2004,Kharif     ,Cotton(lint),6,3,23.4,79.69,2.49,1873.8,alluvial
Assam,BARPETA,2005,Kharif     ,Cotton(lint),5,2,23.78,79.06,2.39,1873.8,alluvial
Assam,BARPETA,2006,Kharif     ,Cotton(lint),7,3,23.93,76.75,2.45,1873.8,alluvial
Assam,BARPETA,2007,Kharif     ,Cotton(lint),6,2,23.81,76.44,2.48,1873.8,alluvial
Assam,BARPETA,2008,Kharif     ,Cotton(lint),6,3,23.72,78.19,2.48,1873.8,alluvial
Assam,BARPETA,2009,Kharif     ,Cotton(lint),68,30,24.24,75.81,2.54,1873.8,alluvial
Assam,BARPETA,2010,Kharif     ,Cotton(lint),9,4,23.96,78.94,2.62,1873.8,alluvial
Assam,BARPETA,2011,Kharif     ,Cotton(lint),5,2,23.56,78.44,2.59,1873.8,alluvial
Assam,BARPETA,2012,Kharif     ,Cotton(lint),8,4,23.88,77.88,2.52,1873.8,alluvial
Assam,BARPETA,2013,Kharif     ,Cotton(lint),8,4,24.25,78.25,2.43,1873.8,alluvial
Assam,BARPETA,2014,Kharif     ,Cotton(lint),5,3,24.69,77.31,2.38,1873.8,alluvial
Assam,BONGAIGAON,1997,Kharif     ,Cotton(lint),11,4,24,67.44,2.37,1858.6,alluvial
Assam,BONGAIGAON,1998,Kharif     ,Cotton(lint),10,4,24.27,71.38,2.33,1858.6,alluvial
Assam,BONGAIGAON,1999,Kharif     ,Cotton(lint),11,5,24.38,71.44,2.3,1858.6,alluvial
Assam,BONGAIGAON,2000,Kharif     ,Cotton(lint),10,4,23.4,75.5,2.31,1858.6,alluvial
Assam,BONGAIGAON,2001,Kharif     ,Cotton(lint),14,5,23.85,74,2.17,1858.6,alluvial
Assam,BONGAIGAON,2002,Kharif     ,Cotton(lint),13,5,23.67,76.25,2.29,1858.6,alluvial
Assam,BONGAIGAON,2003,Kharif     ,Cotton(lint),15,6,23.6,77.62,2.18,1858.6,alluvial
Assam,BONGAIGAON,2004,Kharif     ,Cotton(lint),7,4,23.42,78.5,2.38,1858.6,alluvial
Assam,BONGAIGAON,2006,Kharif     ,Cotton(lint),1,1,23.9,75.81,2.27,1858.6,alluvial
Assam,BONGAIGAON,2007,Kharif     ,Cotton(lint),2,1,23.76,75.69,2.31,1858.6,alluvial
Assam,BONGAIGAON,2008,Kharif     ,Cotton(lint),1,1,23.7,77,2.31,1858.6,alluvial
Assam,BONGAIGAON,2009,Kharif     ,Cotton(lint),28,12,24.05,76.19,2.34,1858.6,alluvial
Assam,BONGAIGAON,2010,Kharif     ,Cotton(lint),1,1,23.88,78.06,2.45,1858.6,alluvial
Assam,BONGAIGAON,2013,Kharif     ,Cotton(lint),3,1,24.2,76.31,2.27,1858.6,alluvial
Assam,BONGAIGAON,2014,Kharif     ,Cotton(lint),2,1,24.62,75.75,2.3,1858.6,alluvial
Assam,CACHAR,1997,Kharif     ,Cotton(lint),115,43,22.42,69.88,1.12,2939.2,laterite
Assam,CACHAR,1998,Kharif     ,Cotton(lint),115,43,22.83,73.06,1.14,2939.2,laterite
Assam,CACHAR,1999,Kharif     ,Cotton(lint),115,43,23.39,68.94,1.15,2939.2,laterite
Assam,CACHAR,2000,Kharif     ,Cotton(lint),115,43,22.58,71.88,1.15,2939.2,laterite
Assam,CACHAR,2001,Kharif     ,Cotton(lint),115,43,22.97,70.5,1.11,2939.2,laterite
Assam,CACHAR,2002,Kharif     ,Cotton(lint),115,43,22.87,72.5,1.09,2939.2,laterite
Assam,CACHAR,2003,Kharif     ,Cotton(lint),120,44,22.65,74.81,1.1,2939.2,laterite
Assam,CACHAR,2004,Kharif     ,Cotton(lint),103,38,22.4,75.56,1.12,2939.2,laterite
Assam,CACHAR,2005,Kharif     ,Cotton(lint),97,36,22.87,75.56,1.1,2939.2,laterite
Assam,CACHAR,2006,Kharif     ,Cotton(lint),100,38,23.29,70.94,1.12,2939.2,laterite
Assam,CACHAR,2007,Kharif     ,Cotton(lint),100,37,22.4,75.25,1.1,2939.2,laterite
Assam,CACHAR,2008,Kharif     ,Cotton(lint),95,35,22.48,76.25,1.09,2939.2,laterite
Assam,CACHAR,2009,Kharif     ,Cotton(lint),94,34,23.08,73.62,1.11,2939.2,laterite
Assam,CACHAR,2010,Kharif     ,Cotton(lint),92,34,22.62,78.44,1.12,2939.2,laterite
Assam,CACHAR,2011,Kharif     ,Cotton(lint),91,34,22.32,77.38,1.05,2939.2,laterite
Assam,CACHAR,2012,Kharif     ,Cotton(lint),94,35,22.61,76.88,1.13,2939.2,laterite
Assam,CACHAR,2013,Kharif     ,Cotton(lint),94,34,22.85,77.88,1.11,2939.2,laterite
Assam,CACHAR,2014,Kharif     ,Cotton(lint),96,35,23.29,75.31,1.05,2939.2,laterite
Assam,DARRANG,1997,Kharif     ,Cotton(lint),40,19,23.68,68.75,2.7,1592.6,mountain
Assam,DARRANG,1998,Kharif     ,Cotton(lint),40,19,24.17,70.94,2.57,1592.6,mountain
Assam,DARRANG,1999,Kharif     ,Cotton(lint),37,17,24.5,69.81,2.61,1592.6,mountain
Assam,DARRANG,2000,Kharif     ,Cotton(lint),31,14,23.48,73.69,2.55,1592.6,mountain
Assam,DARRANG,2001,Kharif     ,Cotton(lint),29,13,23.84,72.94,2.43,1592.6,mountain
Assam,DARRANG,2002,Kharif     ,Cotton(lint),17,8,23.82,73.75,2.55,1592.6,mountain
Assam,DARRANG,2003,Kharif     ,Cotton(lint),7,3,23.62,76.06,2.48,1592.6,mountain
Assam,DARRANG,2004,Kharif     ,Cotton(lint),9,4,23.28,77.94,2.57,1592.6,mountain
Assam,DARRANG,2005,Kharif     ,Cotton(lint),6,3,23.71,76.94,2.56,1592.6,mountain
Assam,DARRANG,2006,Kharif     ,Cotton(lint),1,1,24.2,72.44,2.55,1592.6,mountain
Assam,DARRANG,2008,Kharif     ,Cotton(lint),6,3,23.63,76.38,2.59,1592.6,mountain
Assam,DARRANG,2009,Kharif     ,Cotton(lint),3,1,24.3,73.56,2.66,1592.6,mountain
Assam,DARRANG,2010,Kharif     ,Cotton(lint),4,2,23.88,77.31,2.73,1592.6,mountain
Assam,DARRANG,2011,Kharif     ,Cotton(lint),1,1,23.69,75.56,2.73,1592.6,mountain
Assam,DARRANG,2012,Kharif     ,Cotton(lint),3,1,23.94,75.38,2.63,1592.6,mountain
Assam,DARRANG,2013,Kharif     ,Cotton(lint),2,1,24.23,76.31,2.62,1592.6,mountain
Assam,DARRANG,2014,Kharif     ,Cotton(lint),2,1,24.69,75.19,2.58,1592.6,mountain
Assam,DHEMAJI,1997,Kharif     ,Cotton(lint),12,5,21.05,71.06,1.75,2102.8,red
Assam,DHEMAJI,1998,Kharif     ,Cotton(lint),10,5,22.12,69.44,1.77,2102.8,red
Assam,DHEMAJI,1999,Kharif     ,Cotton(lint),10,5,22.69,66.56,1.7,2102.8,red
Assam,DHEMAJI,2000,Kharif     ,Cotton(lint),8,3,21.74,70.44,1.7,2102.8,red
Assam,DHEMAJI,2001,Kharif     ,Cotton(lint),8,3,22.38,68.69,1.62,2102.8,red
Assam,DHEMAJI,2002,Kharif     ,Cotton(lint),8,3,22.16,70.06,1.68,2102.8,red
Assam,DHEMAJI,2003,Kharif     ,Cotton(lint),6,2,21.92,72.38,1.62,2102.8,red
Assam,DHEMAJI,2004,Kharif     ,Cotton(lint),7,3,21.48,74.25,1.68,2102.8,red
Assam,DHEMAJI,2005,Kharif     ,Cotton(lint),8,3,21.77,74.25,1.66,2102.8,red
Assam,DHEMAJI,2006,Kharif     ,Cotton(lint),8,4,22.18,71.81,1.66,2102.8,red
Assam,DHEMAJI,2007,Kharif     ,Cotton(lint),6,3,21.69,73.81,1.68,2102.8,red
Assam,DHEMAJI,2008,Kharif     ,Cotton(lint),6,3,21.55,75,1.71,2102.8,red
Assam,DHEMAJI,2009,Kharif     ,Cotton(lint),5,2,21.87,75.19,1.7,2102.8,red
Assam,DHEMAJI,2010,Kharif     ,Cotton(lint),5,2,21.58,77.75,1.86,2102.8,red
Assam,DHEMAJI,2011,Kharif     ,Cotton(lint),5,1,21.39,76.38,1.77,2102.8,red
Assam,DHEMAJI,2012,Kharif     ,Cotton(lint),5,2,21.72,77.44,1.91,2102.8,red
Assam,DHEMAJI,2013,Kharif     ,Cotton(lint),9,4,22.38,76.88,1.83,2102.8,red
Assam,DHEMAJI,2014,Kharif     ,Cotton(lint),11,4,22.46,77.31,1.8,2102.8,red
Assam,DHUBRI,1997,Kharif     ,Cotton(lint),13,6,24.69,65.81,2.49,1641.9,alluvial
Assam,DHUBRI,1998,Kharif     ,Cotton(lint),8,3,24.65,72.19,2.41,1641.9,alluvial
Assam,DHUBRI,1999,Kharif     ,Cotton(lint),4,2,24.83,71.69,2.34,1641.9,alluvial
Assam,DHUBRI,2000,Kharif     ,Cotton(lint),3,1,24.01,74.44,2.39,1641.9,alluvial
Assam,DHUBRI,2001,Kharif     ,Cotton(lint),113,46,24.51,72.12,2.23,1641.9,alluvial
Assam,DHUBRI,2002,Kharif     ,Cotton(lint),3,1,24.23,76.06,2.34,1641.9,alluvial
Assam,DHUBRI,2003,Kharif     ,Cotton(lint),2,1,24.2,76.69,2.32,1641.9,alluvial
Assam,DHUBRI,2004,Kharif     ,Cotton(lint),2,1,24.01,77.94,2.52,1641.9,alluvial
Assam,DHUBRI,2005,Kharif     ,Cotton(lint),1,1,24.53,76.31,2.36,1641.9,alluvial
Assam,DIBRUGARH,1997,Kharif     ,Cotton(lint),20,9,23.65,66.44,1.28,2102.8,alluvial
Assam,DIBRUGARH,1998,Kharif     ,Cotton(lint),30,13,24.75,64.56,1.26,2102.8,alluvial
Assam,DIBRUGARH,1999,Kharif     ,Cotton(lint),30,13,25.28,62,1.21,2102.8,alluvial
Assam,DIBRUGARH,2000,Kharif     ,Cotton(lint),30,13,24.45,65,1.22,2102.8,alluvial
Assam,DIBRUGARH,2001,Kharif     ,Cotton(lint),24,10,25.01,63.56,1.2,2102.8,alluvial
Assam,DIBRUGARH,2002,Kharif     ,Cotton(lint),6,3,24.69,65.81,1.22,2102.8,alluvial
Assam,DIBRUGARH,2003,Kharif     ,Cotton(lint),6,3,24.63,66.62,1.16,2102.8,alluvial
Assam,DIBRUGARH,2004,Kharif     ,Cotton(lint),6,3,24.17,68.25,1.19,2102.8,alluvial
Assam,DIBRUGARH,2005,Kharif     ,Cotton(lint),3,1,24.61,67.81,1.18,2102.8,alluvial
Assam,DIBRUGARH,2006,Kharif     ,Cotton(lint),4,2,24.95,65.75,1.15,2102.8,alluvial
Assam,DIBRUGARH,2014,Kharif     ,Cotton(lint),1,1,24.84,73.06,1.37,2102.8,alluvial
Assam,DIMA HASAO,1997,Kharif     ,Cotton(lint),398,187,21.66,71.06,1.05,1774,red
Assam,DIMA HASAO,1998,Kharif     ,Cotton(lint),348,164,22.08,74,1.08,1774,red
Assam,DIMA HASAO,1999,Kharif     ,Cotton(lint),345,162,22.64,70.12,1.08,1774,red
Assam,DIMA HASAO,2000,Kharif     ,Cotton(lint),370,174,21.84,73.19,1.07,1774,red
Assam,DIMA HASAO,2001,Kharif     ,Cotton(lint),368,173,22.35,71,1.02,1774,red
Assam,DIMA HASAO,2002,Kharif     ,Cotton(lint),354,167,22.21,73.19,1,1774,red
Assam,DIMA HASAO,2003,Kharif     ,Cotton(lint),248,117,21.99,75.69,1.02,1774,red
Assam,DIMA HASAO,2004,Kharif     ,Cotton(lint),254,120,21.65,77.12,1.02,1774,red
Assam,DIMA HASAO,2005,Kharif     ,Cotton(lint),242,114,22.1,76.69,1.02,1774,red
Assam,DIMA HASAO,2006,Kharif     ,Cotton(lint),238,112,22.65,71.56,1.02,1774,red
Assam,DIMA HASAO,2007,Kharif     ,Cotton(lint),232,109,21.71,76.44,1.01,1774,red
Assam,DIMA HASAO,2008,Kharif     ,Cotton(lint),233,110,21.72,77.81,0.98,1774,red
Assam,DIMA HASAO,2009,Kharif     ,Cotton(lint),232,109,22.29,75.25,1,1774,red
Assam,DIMA HASAO,2010,Kharif     ,Cotton(lint),220,103,21.93,79.88,1.09,1774,red
Assam,DIMA HASAO,2011,Kharif     ,Cotton(lint),219,103,21.41,79.94,0.96,1774,red
Assam,DIMA HASAO,2012,Kharif     ,Cotton(lint),221,104,21.85,78.69,1.16,1774,red
Assam,DIMA HASAO,2013,Kharif     ,Cotton(lint),11,5,22.18,79.5,1.13,1774,red
Assam,DIMA HASAO,2014,Kharif     ,Cotton(lint),57,27,22.53,77.12,1.13,1774,red
Assam,GOALPARA,1997,Kharif     ,Cotton(lint),12,4,24.13,68.75,2.32,1858.6,alluvial
Assam,GOALPARA,1998,Kharif     ,Cotton(lint),9,3,24.33,73.38,2.27,1858.6,alluvial
Assam,GOALPARA,1999,Kharif     ,Cotton(lint),9,3,24.48,73.12,2.16,1858.6,alluvial
Assam,GOALPARA,2000,Kharif     ,Cotton(lint),10,4,23.66,75.62,2.21,1858.6,alluvial
Assam,GOALPARA,2001,Kharif     ,Cotton(lint),10,4,24.08,74.31,2.05,1858.6,alluvial
Assam,GOALPARA,2002,Kharif     ,Cotton(lint),10,4,23.9,77.31,2.14,1858.6,alluvial
Assam,GOALPARA,2003,Kharif     ,Cotton(lint),10,4,23.8,78.5,2.13,1858.6,alluvial
Assam,GOALPARA,2004,Kharif     ,Cotton(lint),6,2,23.62,79.38,2.34,1858.6,alluvial
Assam,GOALPARA,2005,Kharif     ,Cotton(lint),8,3,24.02,78.75,2.2,1858.6,alluvial
Assam,GOALPARA,2006,Kharif     ,Cotton(lint),7,3,24.08,76.75,2.13,1858.6,alluvial
Assam,GOALPARA,2007,Kharif     ,Cotton(lint),9,3,23.87,77,2.28,1858.6,alluvial
Assam,GOALPARA,2008,Kharif     ,Cotton(lint),13,5,23.89,77.94,2.2,1858.6,alluvial
Assam,GOALPARA,2009,Kharif     ,Cotton(lint),10,4,24.33,76.44,2.27,1858.6,alluvial
Assam,GOALPARA,2010,Kharif     ,Cotton(lint),5,1,24.13,79,2.45,1858.6,alluvial
Assam,GOALPARA,2011,Kharif     ,Cotton(lint),5,2,23.87,77.5,2.23,1858.6,alluvial
Assam,GOALPARA,2012,Kharif     ,Cotton(lint),10,4,23.76,76.62,2.55,1858.6,alluvial
Assam,GOALPARA,2013,Kharif     ,Cotton(lint),6,2,24.23,76.31,2.35,1858.6,alluvial
Assam,GOALPARA,2014,Kharif     ,Cotton(lint),9,3,24.76,74.75,2.38,1858.6,alluvial
Assam,HAILAKANDI,1997,Kharif     ,Cotton(lint),60,23,24.63,68.81,1.41,1852.6,laterite
Assam,HAILAKANDI,1998,Kharif     ,Cotton(lint),90,34,24.79,73.94,1.42,1852.6,laterite
Assam,HAILAKANDI,1999,Kharif     ,Cotton(lint),90,34,25.33,69.38,1.42,1852.6,laterite
Assam,HAILAKANDI,2000,Kharif     ,Cotton(lint),90,34,24.37,73.69,1.41,1852.6,laterite
Assam,HAILAKANDI,2001,Kharif     ,Cotton(lint),60,23,24.59,73.25,1.34,1852.6,laterite
Assam,HAILAKANDI,2002,Kharif     ,Cotton(lint),70,27,24.76,73.69,1.3,1852.6,laterite
Assam,HAILAKANDI,2003,Kharif     ,Cotton(lint),60,23,24.49,75.94,1.34,1852.6,laterite
Assam,HAILAKANDI,2004,Kharif     ,Cotton(lint),55,21,24.37,76.06,1.36,1852.6,laterite
Assam,HAILAKANDI,2005,Kharif     ,Cotton(lint),60,23,24.78,76.38,1.34,1852.6,laterite
Assam,HAILAKANDI,2006,Kharif     ,Cotton(lint),60,23,25.07,72.62,1.34,1852.6,laterite
Assam,HAILAKANDI,2007,Kharif     ,Cotton(lint),55,21,24.37,75.31,1.37,1852.6,laterite
Assam,HAILAKANDI,2008,Kharif     ,Cotton(lint),55,21,24.62,75.62,1.34,1852.6,laterite
Assam,HAILAKANDI,2009,Kharif     ,Cotton(lint),55,21,25.12,73.5,1.35,1852.6,laterite
Assam,HAILAKANDI,2010,Kharif     ,Cotton(lint),55,20,24.79,77.25,1.42,1852.6,laterite
Assam,HAILAKANDI,2011,Kharif     ,Cotton(lint),50,19,24.56,75.56,1.34,1852.6,laterite
Assam,HAILAKANDI,2012,Kharif     ,Cotton(lint),40,15,24.58,75.75,1.45,1852.6,laterite
Assam,HAILAKANDI,2013,Kharif     ,Cotton(lint),20,8,24.9,76.06,1.43,1852.6,laterite
Assam,HAILAKANDI,2014,Kharif     ,Cotton(lint),10,4,25.22,74.69,1.37,1852.6,laterite
Assam,JORHAT,1997,Kharif     ,Cotton(lint),3,1,23.28,69.25,1.66,1813.8,alluvial
Assam,JORHAT,1998,Kharif     ,Cotton(lint),3,1,24.24,68.12,1.65,1813.8,alluvial
Assam,JORHAT,1999,Kharif     ,Cotton(lint),3,1,24.75,65.38,1.54,1813.8,alluvial
Assam,JORHAT,2000,Kharif     ,Cotton(lint),5,2,23.8,69.19,1.56,1813.8,alluvial
Assam,JORHAT,2001,Kharif     ,Cotton(lint),6,2,24.4,67.5,1.51,1813.8,alluvial
Assam,JORHAT,2002,Kharif     ,Cotton(lint),8,3,24.36,68.19,1.59,1813.8,alluvial
Assam,JORHAT,2003,Kharif     ,Cotton(lint),11,5,24.08,70.75,1.55,1813.8,alluvial
Assam,JORHAT,2004,Kharif     ,Cotton(lint),9,5,23.52,73.19,1.61,1813.8,alluvial
Assam,JORHAT,2005,Kharif     ,Cotton(lint),9,4,23.98,72.25,1.6,1813.8,alluvial
Assam,JORHAT,2006,Kharif     ,Cotton(lint),5,3,24.33,69.62,1.61,1813.8,alluvial
Assam,JORHAT,2007,Kharif     ,Cotton(lint),4,3,23.76,72.25,1.62,1813.8,alluvial
Assam,JORHAT,2008,Kharif     ,Cotton(lint),6,3,23.55,74.62,1.62,1813.8,alluvial
Assam,JORHAT,2009,Kharif     ,Cotton(lint),6,2,23.9,74.38,1.66,1813.8,alluvial
Assam,JORHAT,2010,Kharif     ,Cotton(lint),7,3,23.62,76.88,1.84,1813.8,alluvial
Assam,JORHAT,2011,Kharif     ,Cotton(lint),4,3,23.4,75.94,1.71,1813.8,alluvial
Assam,JORHAT,2012,Kharif     ,Cotton(lint),7,3,23.87,75.56,1.86,1813.8,alluvial
Assam,JORHAT,2013,Kharif     ,Cotton(lint),8,4,24.4,75.75,1.79,1813.8,alluvial
Assam,JORHAT,2014,Kharif     ,Cotton(lint),15,6,24.66,75.19,1.76,1813.8,alluvial
Assam,KAMRUP,1997,Kharif     ,Cotton(lint),100,48,24.15,67.62,2.74,1752,laterite
Assam,KAMRUP,1998,Kharif     ,Cotton(lint),104,49,24.62,70.38,2.67,1752,laterite
Assam,KAMRUP,1999,Kharif     ,Cotton(lint),102,48,24.84,70.06,2.52,1752,laterite
Assam,KAMRUP,2000,Kharif     ,Cotton(lint),107,50,23.8,73.81,2.62,1752,laterite
Assam,KAMRUP,2001,Kharif     ,Cotton(lint),100,47,24.13,73.19,2.41,1752,laterite
Assam,KAMRUP,2002,Kharif     ,Cotton(lint),93,43,24.01,75.38,2.49,1752,laterite
Assam,KAMRUP,2003,Kharif     ,Cotton(lint),64,30,23.84,77.06,2.52,1752,laterite
Assam,KAMRUP,2004,Kharif     ,Cotton(lint),46,21,23.69,77.5,2.69,1752,laterite
Assam,KAMRUP,2005,Kharif     ,Cotton(lint),2,1,24.11,76.94,2.65,1752,laterite
Assam,KAMRUP,2006,Kharif     ,Cotton(lint),7,3,24.26,74.56,2.5,1752,laterite
Assam,KAMRUP,2007,Kharif     ,Cotton(lint),4,2,24.01,74.88,2.64,1752,laterite
Assam,KAMRUP,2008,Kharif     ,Cotton(lint),1,1,24.01,76.12,2.52,1752,laterite
Assam,KAMRUP,2009,Kharif     ,Cotton(lint),3,1,24.55,73.94,2.68,1752,laterite
Assam,KAMRUP,2010,Kharif     ,Cotton(lint),1,1,24.24,77.25,2.95,1752,laterite
Assam,KAMRUP,2011,Kharif     ,Cotton(lint),1,1,24.01,75.75,2.59,1752,laterite
Assam,KAMRUP,2012,Kharif     ,Cotton(lint),3,2,24.08,74.5,3.12,1752,laterite
Assam,KAMRUP,2013,Kharif     ,Cotton(lint),3,1,24.38,75.31,2.88,1752,laterite
Assam,KAMRUP,2014,Kharif     ,Cotton(lint),2,1,24.85,73.75,2.92,1752,laterite
Assam,KARBI ANGLONG,1997,Kharif     ,Cotton(lint),694,336,22.08,68.88,1.28,175234,red
Assam,KARBI ANGLONG,1998,Kharif     ,Cotton(lint),659,318,22.75,70,1.32,1356.7,red
Assam,KARBI ANGLONG,1999,Kharif     ,Cotton(lint),662,320,23.33,66.12,1.29,1356.7,red
Assam,KARBI ANGLONG,2000,Kharif     ,Cotton(lint),664,320,22.44,69.62,1.3,1356.7,red
Assam,KARBI ANGLONG,2001,Kharif     ,Cotton(lint),800,391,23.08,66.81,1.29,1356.7,red
Assam,KARBI ANGLONG,2002,Kharif     ,Cotton(lint),661,326,22.9,68.81,1.27,1356.7,red
Assam,KARBI ANGLONG,2003,Kharif     ,Cotton(lint),691,339,22.69,71.5,1.27,1356.7,red
Assam,KARBI ANGLONG,2004,Kharif     ,Cotton(lint),740,365,22.22,73.75,1.28,1356.7,red
Assam,KARBI ANGLONG,2005,Kharif     ,Cotton(lint),771,381,22.84,72.31,1.27,1356.7,red
Assam,KARBI ANGLONG,2006,Kharif     ,Cotton(lint),791,391,23.27,67.81,1.29,1356.7,red
Assam,KARBI ANGLONG,2007,Kharif     ,Cotton(lint),791,391,22.31,72.81,1.27,1356.7,red
Assam,KARBI ANGLONG,2008,Kharif     ,Cotton(lint),793,391,22.23,75.12,1.22,1356.7,red
Assam,KARBI ANGLONG,2009,Kharif     ,Cotton(lint),1002,502,22.74,73.06,1.25,1356.7,red
Assam,KARBI ANGLONG,2010,Kharif     ,Cotton(lint),822,406,22.41,76.62,1.33,1356.7,red
Assam,KARBI ANGLONG,2011,Kharif     ,Cotton(lint),715,354,22,77,1.21,1356.7,red
Assam,KARBI ANGLONG,2012,Kharif     ,Cotton(lint),1164,579,22.52,74.88,1.38,1356.7,red
Assam,KARBI ANGLONG,2013,Kharif     ,Cotton(lint),817,405,22.91,75.81,1.33,1356.7,red
Assam,KARBI ANGLONG,2014,Kharif     ,Cotton(lint),567,280,23.33,73.69,1.34,1356.7,red
Assam,KARIMGANJ,1997,Kharif     ,Cotton(lint),36,15,23.46,70.88,2.09,2251.4,alluvial
Assam,KARIMGANJ,1998,Kharif     ,Cotton(lint),15,6,23.63,75.5,2.2,2251.4,alluvial
Assam,KARIMGANJ,1999,Kharif     ,Cotton(lint),12,5,24.24,71.31,2.15,2251.4,alluvial
Assam,KARIMGANJ,2000,Kharif     ,Cotton(lint),20,8,23.24,75.44,2.1,2251.4,alluvial
Assam,KARIMGANJ,2001,Kharif     ,Cotton(lint),27,11,23.5,74.75,2,2251.4,alluvial
Assam,KARIMGANJ,2002,Kharif     ,Cotton(lint),18,7,23.51,76.12,2.02,2251.4,alluvial
Assam,KARIMGANJ,2003,Kharif     ,Cotton(lint),27,11,23.37,77.81,2.06,2251.4,alluvial
Assam,KARIMGANJ,2004,Kharif     ,Cotton(lint),30,21,23.21,78.12,2.11,2251.4,alluvial
Assam,KARIMGANJ,2005,Kharif     ,Cotton(lint),25,10,23.6,78.25,2,2251.4,alluvial
Assam,KARIMGANJ,2006,Kharif     ,Cotton(lint),40,16,23.95,74.44,2.07,2251.4,alluvial
Assam,KARIMGANJ,2007,Kharif     ,Cotton(lint),43,18,23.34,76.88,2.14,2251.4,alluvial
Assam,KARIMGANJ,2008,Kharif     ,Cotton(lint),37,15,23.45,77.44,2.09,2251.4,alluvial
Assam,KARIMGANJ,2009,Kharif     ,Cotton(lint),34,17,23.93,75.75,2.07,2251.4,alluvial
Assam,KARIMGANJ,2010,Kharif     ,Cotton(lint),28,10,23.73,79.19,2.21,2251.4,alluvial
Assam,KARIMGANJ,2011,Kharif     ,Cotton(lint),28,13,23.46,77.06,2.05,2251.4,alluvial
Assam,KARIMGANJ,2012,Kharif     ,Cotton(lint),28,13,23.51,77.88,2.07,2251.4,alluvial
Assam,KARIMGANJ,2013,Kharif     ,Cotton(lint),32,14,23.8,78.5,2.09,2251.4,alluvial
Assam,KARIMGANJ,2014,Kharif     ,Cotton(lint),27,12,24.1,77,1.95,2251.4,alluvial
Assam,KOKRAJHAR,1997,Kharif     ,Cotton(lint),10,4,23.9,63.94,2.29,3400.5,alluvial
Assam,KOKRAJHAR,1998,Kharif     ,Cotton(lint),10,4,23.93,70.19,2.23,3400.5,alluvial
Assam,KOKRAJHAR,1999,Kharif     ,Cotton(lint),8,4,24.12,69.81,2.16,3400.5,alluvial
Assam,KOKRAJHAR,2000,Kharif     ,Cotton(lint),10,4,23.13,73.5,2.2,3400.5,alluvial
Assam,KOKRAJHAR,2001,Kharif     ,Cotton(lint),10,4,23.69,70.75,2.07,3400.5,alluvial
Assam,KOKRAJHAR,2002,Kharif     ,Cotton(lint),10,4,23.37,74.44,2.2,3400.5,alluvial
Assam,KOKRAJHAR,2003,Kharif     ,Cotton(lint),11,5,23.37,75.25,2.1,3400.5,alluvial
Assam,KOKRAJHAR,2004,Kharif     ,Cotton(lint),7,4,23.16,76.62,2.29,3400.5,alluvial
Assam,KOKRAJHAR,2005,Kharif     ,Cotton(lint),7,3,23.65,75.06,2.11,3400.5,alluvial
Assam,KOKRAJHAR,2006,Kharif     ,Cotton(lint),8,4,23.68,73.44,2.14,3400.5,alluvial
Assam,KOKRAJHAR,2007,Kharif     ,Cotton(lint),11,4,23.71,72.06,2.22,3400.5,alluvial
Assam,KOKRAJHAR,2008,Kharif     ,Cotton(lint),11,5,23.55,74.19,2.2,3400.5,alluvial
Assam,KOKRAJHAR,2009,Kharif     ,Cotton(lint),15,6,23.87,73.19,2.22,3400.5,alluvial
Assam,KOKRAJHAR,2010,Kharif     ,Cotton(lint),46,18,23.66,75.19,2.28,3400.5,alluvial
Assam,KOKRAJHAR,2011,Kharif     ,Cotton(lint),20,9,23.3,74.94,2.27,3400.5,alluvial
Assam,KOKRAJHAR,2012,Kharif     ,Cotton(lint),20,9,23.44,73.38,2.2,3400.5,alluvial
Assam,KOKRAJHAR,2013,Kharif     ,Cotton(lint),22,10,23.92,72.75,2.12,3400.5,alluvial
Assam,KOKRAJHAR,2014,Kharif     ,Cotton(lint),17,7,24.33,72.44,2.19,3400.5,alluvial
Assam,LAKHIMPUR,1997,Kharif     ,Cotton(lint),45,19,25.98,42,2.85,2149,red
Assam,LAKHIMPUR,1998,Kharif     ,Cotton(lint),47,20,25.71,49.5,2.77,2149,red
Assam,LAKHIMPUR,1999,Kharif     ,Cotton(lint),46,20,26.66,40.25,2.76,2149,red
Assam,LAKHIMPUR,2000,Kharif     ,Cotton(lint),54,23,25.57,45.25,2.69,2149,red
Assam,LAKHIMPUR,2001,Kharif     ,Cotton(lint),54,23,26.21,42.31,2.52,2149,red
Assam,LAKHIMPUR,2002,Kharif     ,Cotton(lint),37,16,26.73,42.25,2.77,2149,red
Assam,LAKHIMPUR,2003,Kharif     ,Cotton(lint),31,13,25.38,51.44,2.74,2149,red
Assam,LAKHIMPUR,2004,Kharif     ,Cotton(lint),15,8,25.31,52.5,2.76,2149,red
Assam,LAKHIMPUR,2005,Kharif     ,Cotton(lint),15,6,25.27,53.12,2.77,2149,red
